Event_Id,year,month,day,country,region,city,latitude,longitude,summary,multiple_attack,attacktype,target_type,target_sub_type,group_name,weapon_type,nkill,nwound,nkillter,motive,decades,claimed
498,1970,9,4,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Irish Republican Army (IRA),Explosives,1,NA,1,,70s,
499,1970,9,4,United States,North America,Milwaukee,43.064388,-87.966202,"9/4/1970: Suspected revolutionary leftists attempted to bomb the Lakeside Laboratories in Milwaukee, Wisconsin, United States.  The main charge of the bomb failed to detonate.  This incident was believed to be linked to the many bombings in the Milwaukee area during this time period.",0,Bombing/Explosion,Business,Medical/Pharmaceutical,Left-Wing Militants,Explosives,0,0,0,,70s,0
500,1970,9,4,United States,North America,Santa Ana,33.745573,-117.867834,"9/4/1970: Unknown perpetrators threw a bomb at the Orange County Courthouse in Santa Ana, California, United States.  The device failed to explode.",1,Bombing/Explosion,Government (General),Judge/Attorney/Court,Left-Wing Militants,Explosives,0,0,0,,70s,0
501,1970,9,5,United States,North America,DeWitt,41.82277,-90.538969,"9/5/1970: Don Clayton McMain threw a hand grenade simulator into the DeWitt Police Station in DeWitt, Iowa, United States.  Two police officers were injured and the building sustained minor damages.",0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Black Nationalists,Explosives,0,2,0,,70s,0
502,1970,9,5,United States,North America,Los Angeles,34.097866,-118.407379,"9/5/1970: Unknown perpetrators bombed a restroom adjacent to District Attorney's Evelle J. Younger office at the Hall of Justice in Los Angeles, California, United States.  The Hall of Justice was the site where Charles Manson and three others were on trail for murdering Sharon Tate, Leno LaBianca, and Rosemary LaBianca.  There were no casualties, however the building sustained an estimate $10,000 in damages.",1,Bombing/Explosion,Government (General),Judge/Attorney/Court,Left-Wing Militants,Explosives,0,0,0,,70s,0
503,1970,9,6,West Germany (FRG),Western Europe,Frankfurt,50.11797,8.644191,,1,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Popular Front for the Liberation of Palestine (PFLP),Explosives,0,0,0,,70s,
504,1970,9,6,Switzerland,Western Europe,Zurich,47.36865,8.539182,,1,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Popular Front for the Liberation of Palestine (PFLP),Unknown,0,0,0,,70s,
505,1970,9,6,Netherlands,Western Europe,Amsterdam,52.370216,4.895168,,1,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Popular Front for the Liberation of Palestine (PFLP),Firearms,0,0,0,,70s,
506,1970,9,6,Netherlands,Western Europe,Amsterdam,52.370216,4.895168,,1,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Popular Front for the Liberation of Palestine (PFLP),Firearms,1,0,1,,70s,
507,1970,9,6,United States,North America,Fitchburg,42.58176,-71.792259,"9/6/1970: Ernest J. King failed in his attempts to bomb a garage of the Fitchburg Police Station in Fitchburg, Massachusetts, United States.  He was arrested a week later.",0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Unknown,Explosives,0,0,0,,70s,0
508,1970,9,9,East Germany (GDR),Eastern Europe,Berlin,52.50153,13.401851,,0,Bombing/Explosion,Private Citizens & Property,Vehicles/Transportation,Extraparliamentary Opposition (APO),Explosives,0,0,NA,,70s,
509,1970,9,9,Argentina,South America,Cordoba,-31.399301,-64.182129,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Explosives,0,0,NA,,70s,
510,1970,9,9,United States,North America,Madison,43.07295,-89.386694,"9/9/1970: Unknown perpetrators failed in their attempts to firebomb the offices of the Kaleidoscope in Madison, Wisconsin, United States.  The Kaleidoscope was an underground newspaper that sympathized with the New Years Gang.",0,Facility/Infrastructure Attack,Journalists & Media,Newspaper Journalist/Staff/Facility,Right-wing extremists,Incendiary,0,0,0,To protest the Kaleidoscope newspaper's position towards the bombing of the Army Math Research Center at the University of Wisconsin.,70s,0
511,1970,9,10,United States,North America,Gainesville,29.647665,-82.348458,"9/10/1970: Unknown perpetrators firebombed the R.O.T.C. building at the University of Florida in Gainesville, Florida, United States.  There were no casualties but the resulting fire caused $2,000 in damages.",0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Student Radicals,Incendiary,0,0,0,To protest the R.O.T.C. program and the war in Vietnam,70s,0
512,1970,9,11,Jordan,Middle East & North Africa,Amman,31.950001,35.933331,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Palestine Liberation Organization (PLO),Unknown,0,0,NA,,70s,
513,1970,9,11,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Bombing/Explosion,Business,Multinational Corporation,Tupamaros (Uruguay),Explosives,0,0,NA,,70s,
514,1970,9,12,Argentina,South America,Buenos Aires,-34.61768,-58.444435,,0,Hostage Taking (Kidnapping),Journalists & Media,Newspaper Journalist/Staff/Facility,Unknown,Unknown,NA,NA,NA,,70s,
515,1970,9,12,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Hostage Taking (Kidnapping),Government (Diplomatic),"Diplomatic Personnel (outside of embassy, consulate)",Jewish Defense League (JDL),Unknown,0,0,NA,,70s,
516,1970,9,14,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,Tupamaros (Uruguay),Incendiary,0,0,NA,,70s,
517,1970,9,16,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Facility/Infrastructure Attack,Business,Farm/Ranch,Tupamaros (Uruguay),Incendiary,0,0,NA,,70s,
518,1970,9,18,Argentina,South America,Rosario,-32.951052,-60.666365,,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Ejercito Revolucionaria del Pueblo (ERP) (Argentina),Firearms,0,2,NA,,70s,
519,1970,9,18,United States,North America,Toledo,41.67086,-83.543846,"9/18/1970: Police Officer William Albert Miscannon was sitting in his police car in Toledo, Ohio, United States, near the headquarters of the Black Panther Party, when an unknown perpetrator walked up to his car and shot the officer three times.  Officer Miscannon was killed and his partner Officer Walter Shaw, who was also sitting in the car, was treated for shock.",0,Armed Assault,Police,Police Security Forces/Officers,Black Panthers,Firearms,1,1,0,To kill police,70s,0
520,1970,9,20,United States,North America,Newburyport,42.811978,-70.872638,,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Welsh Extremists,Explosives,0,0,NA,,70s,
521,1970,9,23,United States,North America,Brighton,42.350097,-71.156442,,0,Armed Assault,Police,Police Security Forces/Officers,"Weather Underground, Weathermen",Firearms,1,0,NA,,70s,
522,1970,9,23,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,Tupamaros (Uruguay),Incendiary,0,0,NA,,70s,
523,1970,9,24,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Government (General),"Government Personnel (excluding police, military)",Unknown,Explosives,0,0,NA,,70s,
524,1970,9,24,East Germany (GDR),Eastern Europe,Berlin,52.50153,13.401851,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,NA,NA,NA,,70s,
525,1970,9,25,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
526,1970,9,26,Uruguay,South America,Montevideo,-34.891151,-56.187214,,0,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Tupamaros (Uruguay),Unknown,0,0,NA,,70s,
527,1970,9,26,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Unknown,Explosives,0,0,NA,,70s,
528,1970,9,27,United States,North America,New York City,40.697132,-73.931351,,0,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Jewish Defense League (JDL),Explosives,0,0,NA,,70s,
529,1970,9,30,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Armed Assault,Private Citizens & Property,Religion Identified,Protestant extremists,Firearms,1,NA,NA,,70s,
530,1970,10,0,Iran,Middle East & North Africa,Tehran,35.724533,51.40519,,0,Armed Assault,Business,Bank/Commerce,Siah KAL,Firearms,NA,NA,NA,,70s,
531,1970,10,1,United States,North America,Baltimore,39.308342,-76.616104,"10/1/1970: Unknown perpetrators firebombed the campaign headquarters of Parren Mitchell in Baltimore, Maryland, United States.  Mitchell was running in a contentious campaign, attempting to become the first African American Congressman from the state of Maryland.  The were no casualties and the resulting fire caused only minor damages.",0,Facility/Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,White extremists,Incendiary,0,0,0,To protest an African American Congressman representing the state of Maryland,70s,0
532,1970,10,2,Turkey,Middle East & North Africa,Izmir,38.395649,27.135641,,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,Turkish People's Liberation Front (TPLF)(THKP-C),Explosives,0,0,NA,,70s,
533,1970,10,2,United States,North America,Eugene,44.04483,-123.072606,"10/2/1970: Unknown perpetrators bombed Prince Lucien Campbell Hall at the University of Oregon in Eugene, United States.  There were no casualties but the building sustained $50,000 in damages.",0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Student Radicals,Explosives,0,0,0,,70s,0
534,1970,10,2,United States,North America,Glen Burnie,39.162608,-76.624689,"10/2/1970: Four teenagers, who were members of a Neo-Nazi group, threw four Molotov cocktails and dropped metal grates down a seventy-five foot shaft at a Sewage Pumping Station in Anne Arundel, Maryland, United States.  There were no casualties, but the station sustained $2,000 in damages.  The perpetrators attempted to provoke a racial conflict hoping that the incident would be blamed on African Americans.",0,Facility/Infrastructure Attack,Food or Water Supply,Water Supply,Neo-Nazi extremists,Incendiary,0,0,0,To have the incident blamed on African American and cause racial conflict,70s,0
535,1970,10,3,Turkey,Middle East & North Africa,Ankara,39.930771,32.76754,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,NA,NA,NA,,70s,
536,1970,10,3,Turkey,Middle East & North Africa,Ankara,39.930771,32.76754,,0,Bombing/Explosion,Business,,Turkish People's Liberation Army,Explosives,0,0,NA,,70s,
537,1970,10,5,Canada,North America,Quebec,46.803137,-71.241298,,0,Hostage Taking (Kidnapping),Government (General),Government Building/Facility/Office,Front de Liberation du Quebec (FLQ),Unknown,0,0,NA,,70s,
538,1970,10,5,United States,North America,Chicago,41.842602,-87.681229,,0,Bombing/Explosion,Private Citizens & Property,Memorial/Cemetery/Monument,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
539,1970,10,5,United States,North America,Bluefield,37.264891,-81.240268,"10/5/1970: Unknown perpetrators bombed the student union at Bluefield State College in Bluefield, West Virginia, United States.  There were no casualties but the building sustained $15,000 in damages.",0,Bombing/Explosion,Educational Institution,School/University/Educational Building,Student Radicals,Explosives,0,0,0,,70s,0
540,1970,10,6,Turkey,Middle East & North Africa,Ankara,39.930771,32.76754,,0,Armed Assault,Military,Military Transportation/Vehicle (excluding convoys),Turkish People's Liberation Army,Incendiary,0,0,NA,,70s,
541,1970,10,6,United States,North America,New York City,40.697132,-73.931351,,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Unknown,Explosives,0,0,0,,70s,
542,1970,10,8,United States,North America,Seattle,47.610786,-122.331306,,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,Quartermoon Society,Explosives,0,0,NA,,70s,
543,1970,10,8,United States,North America,Santa Barbara,34.419255,-119.698869,,0,Bombing/Explosion,Military,Military Barracks/Base/Headquarters/Checkpost,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
544,1970,10,8,United States,North America,San Rafael,37.97457,-122.532474,,0,Bombing/Explosion,Government (General),Judge/Attorney/Court,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
545,1970,10,8,United States,North America,Berkeley,37.874043,-122.280022,,0,Bombing/Explosion,Educational Institution,School/University/Educational Building,"Weather Underground, Weathermen",Explosives,0,0,NA,,70s,
